pedido_id,cliente_id,categoria,produto,preco_unitario,quantidade,data_pedido,estado,canal_aquisicao,status_pedido,avaliacao
PED100307,CLI2348,Esporte,Tênis de Corrida,36.1,1,25-03-2025,SP,Instagram Ads,Cancelado,5.0
PED101336,CLI2742,Livros,Livro de Autoajuda,40.94,1,25-06-2025,RS,Orgânico,Entregue,3.0
PED101863,CLI1547,Beleza,Kit Skincare,81.24,2,15-04-2025,PA,E-mail Marketing,Devolvido,4.0
PED104155,CLI1759,Esporte,Kit Halteres,131.68,1,12-06-2025,CE,Google Ads,Devolvido,
PED104881,CLI2567,Eletrônicos,Caixa de Som,142.84,1,09/04/2025,SP,Indicação,ENTREGUE,
PED101255,CLI2752,Livros,Quadrinhos,22.29,2,2025-03-06,AM,E-mail Marketing,Entregue,5.0
PED103652,CLI2526,Casa e Decoração,Vaso Decorativo,35.29,1,2025-02-25,RJ,Orgânico,entregue,5.0
PED100340,CLI1716,Beleza,Kit Skincare,104.63,1,19-08-2025,SP,Orgânico,Entregue,4.0
PED101801,CLI1328,Moda,Camiseta Básica,127.77,1,29-11-2025,SP,Instagram Ads,ENTREGUE,5.0
PED104733,CLI1545,Moda,Jaqueta Jeans,84.09,3,26-04-2025,PA,Orgânico,Em transporte,
PED104481,CLI1566,Beleza,Base Líquida,90.79,1,2025-04-09,AM,Instagram Ads,Entregue,5.0
PED104494,CLI2842,Moda,Bermuda,92.92,1,2025-01-20,SC,Orgânico,Entregue,5.0
PED103904,CLI1065,Esporte,Colchonete Yoga,121.96,1,20-04-2025,BA,E-mail Marketing,entregue,5.0
PED100787,CLI1539,Eletrônicos,Mouse Gamer,169.8,1,27/05/2025,CE,Orgânico,Entregue,4.0
PED100747,CLI2177,Casa e Decoração,Vaso Decorativo,115.2,1,22-07-2025,DF,Instagram Ads,Entregue,4.0
PED102796,CLI2946,Livros,Quadrinhos,34.26,1,03-02-2025,MG,Google Ads,Entregue,5.0
PED103709,CLI1021,Livros,Romance Best-seller,27.71,1,12-03-2025,RJ,Instagram Ads,Entregue,5.0
PED102053,CLI2503,Casa e Decoração,Vaso Decorativo  ,100.57,5,12-04-2025,MG,Orgânico,ENTREGUE,5.0
PED101503,CLI1232,Beleza,Kit Skincare,50.57,1,14-02-2025,BA,Orgânico,Entregue,
PED104252,CLI2810,Esporte,Bicicleta Ergométrica,114.16,1,19/04/2025,PA,Orgânico,Entregue,4.0
PED103694,CLI2975,Esporte,Garrafa Térmica,122.24,2,15-05-2025,PA,Google Ads,entregue,
PED101780,CLI2339,Esporte,Bicicleta Ergométrica,158.22,5,08-03-2025,AM,Orgânico,Entregue,4.0
PED104497,CLI2880,Casa e Decoração,Jogo de Panelas,67.45,1,24-03-2025,DF,,entregue,5.0
PED100765,CLI2548,Esporte,Colchonete Yoga,,1,2025-05-19,SP,,Entregue,5.0
PED100925,CLI2024,Esporte,Colchonete Yoga,110.27,1,2025-05-03,AM,Orgânico,Em transporte,
PED100856,CLI2661,Eletrônicos,Smartwatch,117.24,5,22-10-2025,GO,E-mail Marketing,Entregue,5.0
PED104984,CLI2727,Beleza,Perfume,49.23,1,08-01-2025,GO,,entregue,5.0
PED101270,CLI2717,Beleza,Perfume,19.53,1,07-01-2025,RS,Orgânico,Entregue,5.0
PED104416,CLI1352,Moda,Boné,102.31,1,27-10-2025,SC,E-mail Marketing,Entregue,
PED103267,CLI1785,Casa e Decoração,Vaso Decorativo,99.14,1,30-08-2025,MG,Instagram Ads,Entregue,
PED101114,CLI2628,Livros,Livro Técnico,30.11,1,07/03/2025,RS,,Entregue,3.0
PED104833,CLI1658,Eletrônicos,Smartwatch,117.0,2,2025-12-21,SC,,Entregue,
PED103295,CLI2468,Eletrônicos,Caixa de Som  ,87.33,3,12/02/2025,SC,Orgânico,Em transporte,
PED100751,CLI1507,Livros,Livro de Autoajuda,52.14,1,09-01-2025,GO,Indicação,Cancelado,5.0
PED104271,CLI1789,Livros,Livro de Autoajuda  ,33.56,1,18-05-2025,BA,Google Ads,Devolvido,5.0
PED104103,CLI2646,Eletrônicos,Caixa de Som,157.41,2,20-03-2025,GO,Instagram Ads,Em transporte,5.0
PED100151,CLI1769,Livros,Livro de Autoajuda,66.34,1,2025-02-13,RJ,,Entregue,
PED101032,CLI2765,Esporte,Tênis de Corrida,78.24,1,2025-02-18,PE,Instagram Ads,Cancelado,2.0
PED103290,CLI1068,Moda,Boné,78.34,1,16-03-2025,AM,Google Ads,Entregue,4.0
PED100346,CLI2086,Moda,Boné,78.33,1,2025-02-24,PR,,Entregue,5.0
PED102794,CLI2712,Livros,Livro de Autoajuda,64.35,1,28-01-2025,BA,Orgânico,Cancelado,4.0
PED101670,CLI2172,Casa e Decoração,Tapete,48.34,1,2025-04-13,PA,Instagram Ads,Entregue,4.0
PED100706,CLI1582,Eletrônicos,Mouse Gamer,89.7,1,05-05-2025,MG,Orgânico,Cancelado,5.0
PED104759,CLI2515,Livros,Biografia,56.92,1,18-02-2025,AM,Google Ads,Entregue,3.0
PED104923,CLI1578,Casa e Decoração,Almofada,50.64,1,2025-08-01,SP,Instagram Ads,Entregue,4.0
PED103747,CLI1412,Eletrônicos,Smartwatch,148.23,1,06-06-2025,PE,Google Ads,Entregue,4.0
PED101400,CLI1567,Eletrônicos,Smartwatch,199.49,2,2025-04-29,SC,Orgânico,Em transporte,3.0
PED101017,CLI2336,Moda,Tênis Casual,123.71,1,2025-06-06,RJ,Instagram Ads,Em transporte,5.0
PED102374,CLI1923,Beleza,Perfume,70.44,2,2025-04-30,RS,Indicação,Entregue,4.0
PED101649,CLI2752,Moda,Bermuda,139.4,5,2025-07-18,PA,Google Ads,Entregue,
PED102240,CLI2532,Casa e Decoração,Luminária LED,-33.47,1,17-06-2025,RJ,,Devolvido,4.0
PED104179,CLI1040,Casa e Decoração,Luminária LED,111.39,1,2025-01-20,AM,Instagram Ads,Devolvido,3.0
PED101502,CLI1464,Livros,Livro de Autoajuda,26.28,1,12-11-2025,BA,,Entregue,4.0
PED100087,CLI2401,Moda,Boné,108.15,2,25/04/2025,PR,Orgânico,Cancelado,3.0
PED100521,CLI2435,Livros,Livro de Autoajuda,28.25,1,13-10-2025,MG,Orgânico,Devolvido,
PED104855,CLI2334,Moda,Camiseta Básica,96.79,1,2025-03-21,CE,Orgânico,ENTREGUE,
PED101556,CLI1971,Moda,Bermuda,,1,23-05-2025,RJ,Orgânico,Em transporte,3.0
PED102487,CLI2444,Esporte,Bicicleta Ergométrica,110.2,1,19/07/2025,RS,Instagram Ads,Entregue,5.0
PED104703,CLI1538,Casa e Decoração,Luminária LED,80.82,1,23-04-2025,SP,Google Ads,Cancelado,3.0
PED102582,CLI2155,Moda,Jaqueta Jeans,73.68,1,20-05-2025,CE,Google Ads,Entregue,3.0
PED103162,CLI1784,Livros,Livro Técnico,29.14,1,29/03/2025,RJ,Indicação,Entregue,1.0
PED101201,CLI1449,Moda,Camiseta Básica,113.75,2,30/06/2025,GO,Instagram Ads,Devolvido,5.0
PED102135,CLI1554,Eletrônicos,Carregador USB-C,96.56,1,30-04-2025,RS,Orgânico,Entregue,3.0
PED104046,CLI1954,Livros,Biografia,45.25,1,06-01-2025,RJ,Indicação,Devolvido,5.0
PED103319,CLI2080,Beleza,Kit Skincare,52.69,2,29-03-2025,BA,Indicação,Entregue,4.0
PED104763,CLI1885,Moda,Camiseta Básica,134.81,1,01-06-2025,RJ,Instagram Ads,Entregue,4.0
PED102823,CLI1544,Eletrônicos,Fone Bluetooth,245.16,1,2025-01-18,DF,Instagram Ads,Cancelado,2.0
PED104998,CLI1022,Casa e Decoração,Jogo de Panelas,89.5,1,06-03-2025,MG,Indicação,Entregue,3.0
PED103178,CLI1668,Casa e Decoração,Jogo de Panelas,73.04,1,02-01-2025,RJ,Orgânico,Entregue,5.0
PED101142,CLI2238,Casa e Decoração,Luminária LED,52.04,1,02-01-2025,RS,Orgânico,Entregue,
PED102361,CLI1174,Eletrônicos,Caixa de Som,118.45,1,20-02-2025,SP,Instagram Ads,Entregue,3.0
PED100010,CLI2819,Beleza,Protetor Solar,50.38,2,12/02/2025,DF,Orgânico,Em transporte,5.0
PED102517,CLI1935,Moda,Boné,109.0,2,16/11/2025,MG,Indicação,Entregue,5.0
PED103675,CLI1325,Moda,Bermuda,113.55,1,26-09-2025,SP,Orgânico,Em transporte,4.0
PED103287,CLI1526,Moda,Camiseta Básica,,1,02-01-2025,CE,Instagram Ads,Entregue,5.0
PED103312,CLI2547,Esporte,Kit Halteres,143.74,1,2025-08-13,CE,Indicação,Entregue,4.0
PED104142,CLI2027,Livros,Quadrinhos,57.98,1,22-01-2025,PR,E-mail Marketing,Entregue,4.0
PED102296,CLI2587,Esporte,Garrafa Térmica,108.98,1,17-03-2025,GO,Instagram Ads,Entregue,5.0
PED103502,CLI2633,Esporte,Colchonete Yoga,118.77,3,31-01-2025,DF,Orgânico,Entregue,3.0
PED101845,CLI2506,Casa e Decoração,Vaso Decorativo,99.49,1,29-01-2025,PE,E-mail Marketing,Entregue,5.0
PED102099,CLI1106,Livros,Biografia,43.82,2,16-08-2025,AM,Indicação,Devolvido,4.0
PED100569,CLI1812,Beleza,Protetor Solar,55.82,1,31-03-2025,SP,,Cancelado,2.0
PED103043,CLI2913,Eletrônicos,Mouse Gamer,142.3,3,2025-11-02,RJ,E-mail Marketing,Entregue,5.0
PED104300,CLI1988,Moda,Boné,51.44,1,05/08/2025,SP,Instagram Ads,Entregue,5.0
PED102276,CLI1026,Beleza,Protetor Solar,68.86,2,27-03-2025,PA,Instagram Ads,Entregue,4.0
PED101408,CLI2558,Casa e Decoração,Vaso Decorativo,125.88,1,14/04/2025,SC,Instagram Ads,Em transporte,
PED103886,CLI2500,Beleza,Protetor Solar,55.07,2,20-07-2025,RS,Orgânico,Em transporte,5.0
PED103876,CLI2079,Eletrônicos,Mouse Gamer,164.72,1,2025-04-17,RS,Google Ads,Entregue,5.0
PED103316,CLI2623,Livros,Livro de Autoajuda,58.14,1,27-04-2025,SC,Instagram Ads,Em transporte,4.0
PED103884,CLI1398,Esporte,Tênis de Corrida,107.94,1,23-07-2025,RS,Orgânico,Entregue,4.0
PED103334,CLI2074,Beleza,Base Líquida,63.84,1,2025-01-06,PR,,Cancelado,5.0
PED101332,CLI1064,Eletrônicos,Mouse Gamer  ,117.67,2,2025-01-03,MG,Instagram Ads,Entregue,5.0
PED101647,CLI2705,Moda,Camiseta Básica,49.47,1,27-04-2025,BA,Orgânico,Cancelado,5.0
PED103075,CLI2281,Casa e Decoração,Jogo de Panelas,130.06,1,22-09-2025,CE,E-mail Marketing,Entregue,5.0
PED104199,CLI1960,Eletrônicos,Carregador USB-C,159.96,1,05-03-2025,GO,Orgânico,Entregue,2.0
PED100688,CLI1071,Esporte,Garrafa Térmica,37.05,1,24-05-2025,RJ,Orgânico,Entregue,5.0
PED100822,CLI2195,Moda,Bermuda,129.06,1,22-01-2025,DF,Instagram Ads,ENTREGUE,5.0
PED104583,CLI1940,Esporte,Colchonete Yoga,107.91,1,13-11-2025,BA,,Entregue,5.0
PED103411,CLI2366,Livros,Livro Técnico,90.46,1,11-01-2025,CE,Instagram Ads,Em transporte,3.0
PED102537,CLI2397,Livros,Livro Técnico,53.59,1,22-01-2025,MG,Orgânico,Devolvido,5.0
PED101677,CLI2056,Casa e Decoração,Tapete,60.7,1,10-08-2025,DF,Google Ads,Entregue,4.0
PED101149,CLI2766,Eletrônicos,Caixa de Som,147.02,1,16-01-2025,SP,Instagram Ads,ENTREGUE,4.0
PED102615,CLI2065,Moda,Boné,164.69,1,19-05-2025,GO,Orgânico,Entregue,5.0
PED103993,CLI1182,Livros,Romance Best-seller,37.07,1,2025-06-09,RS,Orgânico,Entregue,5.0
PED103664,CLI1315,Esporte,Tênis de Corrida,103.89,1,09-03-2025,PE,Google Ads,Cancelado,4.0
PED104958,CLI2193,Casa e Decoração,Vaso Decorativo,74.31,2,09-06-2025,PR,Orgânico,Entregue,4.0
PED102114,CLI2223,Casa e Decoração,Luminária LED,97.16,1,05-11-2025,RJ,Orgânico,Entregue,4.0
PED103560,CLI2902,Esporte,Kit Halteres,140.84,1,17-03-2025,BA,Orgânico,Entregue,4.0
PED102941,CLI2596,Esporte,Garrafa Térmica,84.93,1,28-01-2025,PR,,Entregue,5.0
PED103392,CLI1348,Eletrônicos,Mouse Gamer,156.53,1,21-05-2025,RJ,Instagram Ads,Entregue,5.0
PED104180,CLI2742,Esporte,Garrafa Térmica,116.85,3,20-02-2025,PR,Indicação,entregue,4.0
PED103578,CLI1991,Esporte,Kit Halteres,120.74,2,02-06-2025,RS,Google Ads,Entregue,5.0
PED103817,CLI2347,Esporte,Colchonete Yoga,161.21,3,05-04-2025,RJ,,Entregue,3.0
PED100917,CLI2526,Beleza,Kit Skincare,80.26,1,16/02/2025,PA,E-mail Marketing,Entregue,3.0
PED104994,CLI1399,Eletrônicos,Fone Bluetooth,101.16,2,04-11-2025,CE,Indicação,Entregue,5.0
PED103732,CLI1576,Livros,Livro Técnico,34.85,1,03/07/2025,DF,Google Ads,Entregue,3.0
PED102635,CLI1368,Eletrônicos,Fone Bluetooth,141.32,1,14/03/2025,RJ,Google Ads,Entregue,5.0
PED100559,CLI1738,Livros,Biografia,53.0,5,2025-05-08,CE,Orgânico,Entregue,5.0
PED102661,CLI2312,Livros,Livro de Autoajuda,39.89,2,19-01-2025,SP,E-mail Marketing,Entregue,3.0
PED100707,CLI2207,Beleza,Secador de Cabelo,56.1,3,2025-01-10,MG,,Entregue,5.0
PED102692,CLI2820,Eletrônicos,Fone Bluetooth,148.06,1,15-03-2025,RS,Orgânico,entregue,
PED100583,CLI2907,Esporte,Garrafa Térmica,39.94,1,12-08-2025,PA,Indicação,Entregue,5.0
PED101208,CLI1813,Eletrônicos,Smartwatch,172.97,1,2025-04-10,PR,Instagram Ads,Entregue,5.0
PED104929,CLI1028,Beleza,Base Líquida,13.96,1,2025-05-10,AM,Instagram Ads,Entregue,1.0
PED100422,CLI1428,Livros,Livro de Autoajuda,32.97,1,13-05-2025,SP,Instagram Ads,Entregue,3.0
PED104744,CLI1368,Livros,Quadrinhos,59.2,5,18-07-2025,SP,Orgânico,Em transporte,4.0
PED100875,CLI1696,Beleza,Secador de Cabelo,74.51,1,10/03/2025,PR,Indicação,Cancelado,4.0
PED104596,CLI2064,Casa e Decoração,Jogo de Panelas,87.37,1,2025-07-06,RS,E-mail Marketing,Entregue,4.0
PED102874,CLI2630,Casa e Decoração,Vaso Decorativo,87.04,3,31-08-2025,GO,Orgânico,Entregue,5.0
PED104026,CLI1352,Livros,Quadrinhos,33.96,1,2025-04-25,CE,Google Ads,Entregue,5.0
PED103275,CLI1622,Casa e Decoração,Almofada  ,88.78,1,2025-02-20,GO,Google Ads,entregue,4.0
PED101566,CLI1255,Livros,Quadrinhos  ,45.62,1,2025-01-13,PA,Google Ads,Entregue,2.0
PED103816,CLI2341,Casa e Decoração,Almofada,95.61,1,2025-01-21,MG,Orgânico,Cancelado,
PED100227,CLI2257,Casa e Decoração,Almofada,51.6,5,22/03/2025,RS,,Entregue,4.0
PED100826,CLI1045,Moda,Camiseta Básica,76.16,1,24/04/2025,CE,Orgânico,Devolvido,4.0
PED103138,CLI2799,Casa e Decoração,Jogo de Panelas,70.69,1,09-04-2025,DF,Instagram Ads,Devolvido,
PED103239,CLI2281,Esporte,Bicicleta Ergométrica,89.83,1,16-03-2025,PA,E-mail Marketing,Entregue,3.0
PED102321,CLI1975,Beleza,Kit Skincare,48.07,1,23-06-2025,BA,Instagram Ads,Devolvido,4.0
PED104404,CLI1605,Moda,Camiseta Básica  ,80.67,5,11-12-2025,PR,Google Ads,Cancelado,2.0
PED101636,CLI2703,Esporte,Colchonete Yoga,87.19,1,2025-08-08,GO,Instagram Ads,ENTREGUE,
PED103318,CLI2224,Eletrônicos,Caixa de Som,166.73,1,27-04-2025,PA,Instagram Ads,Devolvido,5.0
PED103343,CLI1186,Eletrônicos,Fone Bluetooth,256.93,2,2025-02-24,DF,,Em transporte,2.0
PED102555,CLI1911,Eletrônicos,Mouse Gamer,109.68,2,16-05-2025,PR,Google Ads,Cancelado,4.0
PED101190,CLI1021,Beleza,Base Líquida,98.72,3,28-02-2025,DF,Orgânico,Entregue,4.0
PED104951,CLI1786,Moda,Bermuda,115.59,1,27-12-2025,MG,Instagram Ads,Entregue,4.0
PED104750,CLI2659,Casa e Decoração,Luminária LED,90.82,1,30-04-2025,AM,Orgânico,Entregue,4.0
PED101569,CLI2289,Esporte,Bicicleta Ergométrica,122.47,1,2025-01-22,CE,Instagram Ads,Entregue,5.0
PED103120,CLI2812,Casa e Decoração,Jogo de Panelas,58.34,2,2025-08-29,GO,Orgânico,Em transporte,3.0
PED102134,CLI1636,Casa e Decoração,Tapete,128.43,1,16-07-2025,PE,Instagram Ads,Cancelado,
PED103509,CLI1884,Esporte,Bicicleta Ergométrica,79.16,5,12-12-2025,GO,Orgânico,ENTREGUE,3.0
PED101808,CLI1802,Beleza,Base Líquida,47.81,1,02-08-2025,BA,Orgânico,Entregue,3.0
PED100825,CLI2635,Livros,Biografia,46.65,1,2025-05-21,SC,Instagram Ads,Cancelado,
PED104033,CLI1714,Moda,Camiseta Básica,118.15,1,2025-04-20,SC,Google Ads,Entregue,3.0
PED100499,CLI1787,Eletrônicos,Mouse Gamer,153.33,2,07/05/2025,GO,,Em transporte,1.0
PED104414,CLI2501,Eletrônicos,Smartwatch,154.66,1,09-04-2025,MG,E-mail Marketing,Entregue,
PED103564,CLI2207,Livros,Livro Técnico,41.92,1,01-03-2025,RJ,Orgânico,Devolvido,3.0
PED100816,CLI2986,Esporte,Bicicleta Ergométrica,102.0,1,08/08/2025,SC,Instagram Ads,Entregue,
PED101316,CLI2518,Livros,Quadrinhos,42.92,1,01/02/2025,MG,Orgânico,Entregue,
PED103079,CLI2975,Eletrônicos,Smartwatch,233.88,2,18-11-2025,DF,,ENTREGUE,5.0
PED100509,CLI2075,Esporte,Tênis de Corrida,65.02,1,11/05/2025,PE,Indicação,Entregue,4.0
PED100146,CLI2225,Eletrônicos,Mouse Gamer,157.94,1,18-02-2025,BA,Google Ads,Em transporte,5.0
PED104287,CLI2089,Moda,Bermuda,76.7,1,07-09-2025,PR,Instagram Ads,Entregue,4.0
PED102395,CLI2861,Esporte,Colchonete Yoga,137.33,1,17-09-2025,DF,Google Ads,Entregue,4.0
PED104079,CLI1003,Eletrônicos,Mouse Gamer,136.92,1,13/08/2025,MG,,Entregue,
PED101536,CLI1373,Livros,Livro Técnico,34.72,2,31/01/2025,PE,Instagram Ads,Em transporte,4.0
PED104912,CLI1670,Livros,Biografia,31.93,1,04-04-2025,AM,Indicação,Entregue,4.0
PED101196,CLI1205,Beleza,Base Líquida,54.54,1,19-03-2025,MG,Instagram Ads,Entregue,3.0
PED104926,CLI2348,Beleza,Perfume,51.79,2,14-02-2025,BA,E-mail Marketing,Devolvido,3.0
PED100470,CLI2144,Livros,Livro de Autoajuda,40.04,1,2025-05-18,GO,Indicação,Devolvido,5.0
PED104507,CLI2608,Moda,Jaqueta Jeans,75.93,2,04-03-2025,PE,Google Ads,Entregue,4.0
PED104751,CLI1288,Livros,Livro Técnico,42.21,1,18-07-2025,RJ,Google Ads,Entregue,5.0
PED101789,CLI2501,Casa e Decoração,Jogo de Panelas,100.32,2,21-06-2025,DF,Google Ads,Entregue,5.0
PED103357,CLI2224,Livros,Quadrinhos,31.96,2,15-02-2025,GO,Instagram Ads,entregue,
PED104235,CLI2479,Beleza,Perfume,32.37,1,05-03-2025,DF,,Entregue,1.0
PED100204,CLI1639,Esporte,Garrafa Térmica,163.01,1,2025-02-01,CE,Instagram Ads,entregue,5.0
PED102005,CLI2889,Esporte,Garrafa Térmica,125.13,1,2025-01-26,PA,Orgânico,Em transporte,4.0
PED104755,CLI1291,Esporte,Bicicleta Ergométrica,198.96,1,16-07-2025,RS,Instagram Ads,Entregue,4.0
PED102946,CLI2772,Moda,Jaqueta Jeans,128.25,1,2025-05-03,MG,,Entregue,5.0
PED102352,CLI2438,Casa e Decoração,Luminária LED,96.74,3,22/05/2025,GO,,Entregue,4.0
PED101754,CLI2897,Beleza,Kit Skincare,52.17,2,07-07-2025,GO,Google Ads,entregue,
PED101215,CLI2647,Eletrônicos,Carregador USB-C,79.69,1,17-04-2025,PE,Orgânico,Entregue,5.0
PED102991,CLI2925,Beleza,Base Líquida,74.91,1,18/07/2025,PR,E-mail Marketing,Entregue,
PED104536,CLI2559,Beleza,Kit Skincare,76.17,2,05-01-2025,BA,,Devolvido,5.0
PED104349,CLI1628,Beleza,Protetor Solar,73.49,1,2025-08-25,PA,Orgânico,Em transporte,4.0
PED101451,CLI2174,Eletrônicos,Caixa de Som,132.64,1,2025-04-30,PA,Indicação,entregue,
PED102215,CLI1707,Beleza,Base Líquida,46.53,1,2025-05-13,SC,Indicação,Devolvido,5.0
PED103194,CLI1468,Livros,Livro Técnico,41.85,2,28-01-2025,DF,Instagram Ads,Entregue,4.0
PED101903,CLI2691,Livros,Livro de Autoajuda,41.07,1,20-01-2025,PE,Instagram Ads,Entregue,5.0
PED100979,CLI1846,Esporte,Garrafa Térmica,150.6,1,05-01-2025,MG,Orgânico,Entregue,5.0
PED100549,CLI1533,Moda,Bermuda,81.64,1,06/04/2025,SP,Google Ads,Cancelado,1.0
PED104896,CLI2726,Moda,Jaqueta Jeans,133.2,5,15-02-2025,SP,Instagram Ads,Entregue,4.0
PED103938,CLI1263,Eletrônicos,Carregador USB-C,186.25,2,2025-02-08,SC,Indicação,Entregue,5.0
PED102266,CLI1004,Livros,Livro de Autoajuda,29.56,1,28/07/2025,PE,Instagram Ads,Entregue,5.0
PED104040,CLI1783,Moda,Camiseta Básica,99.21,5,14/01/2025,RS,Orgânico,Cancelado,5.0
PED101425,CLI2463,Casa e Decoração,Luminária LED,112.61,1,13-08-2025,PE,,Entregue,5.0
PED103639,CLI2458,Beleza,Perfume,50.06,5,01-01-2025,MG,,Cancelado,5.0
PED100576,CLI1967,Esporte,Colchonete Yoga,117.27,1,16/12/2025,GO,Google Ads,entregue,2.0
PED101452,CLI1672,Casa e Decoração,Tapete,86.56,1,28-06-2025,GO,,Entregue,5.0
PED104217,CLI2701,Moda,Tênis Casual,64.0,1,12-09-2025,BA,,Devolvido,4.0
PED100445,CLI2731,Casa e Decoração,Tapete,84.05,1,2025-11-24,GO,Orgânico,Devolvido,4.0
PED104160,CLI1000,Beleza,Base Líquida,76.59,1,14/02/2025,GO,Google Ads,Entregue,3.0
PED103919,CLI1564,Livros,Livro Técnico,41.73,2,2025-06-27,PR,Instagram Ads,Em transporte,2.0
PED100627,CLI2351,Esporte,Tênis de Corrida,93.43,2,2025-12-30,GO,Indicação,Entregue,
PED100347,CLI2603,Casa e Decoração,Luminária LED,117.55,1,05-02-2025,PR,E-mail Marketing,Entregue,
PED100341,CLI2497,Eletrônicos,Mouse Gamer,252.02,1,2025-04-21,CE,Instagram Ads,Em transporte,5.0
PED104118,CLI2271,Esporte,Garrafa Térmica,102.54,3,16-02-2025,BA,Orgânico,Devolvido,
PED104943,CLI1924,Beleza,Kit Skincare,63.87,2,08-01-2025,PE,,entregue,3.0
PED100777,CLI2780,Esporte,Kit Halteres,112.88,1,21-07-2025,RS,Google Ads,Entregue,5.0
PED102968,CLI1183,Esporte,Garrafa Térmica,159.31,2,29-08-2025,SP,Google Ads,Entregue,5.0
PED103076,CLI2504,Esporte,Kit Halteres,166.51,2,10-11-2025,GO,,Entregue,5.0
PED100303,CLI2270,Eletrônicos,Fone Bluetooth,111.69,1,05-07-2025,PE,Google Ads,Entregue,5.0
PED100926,CLI2062,Beleza,Kit Skincare  ,56.05,1,01/03/2025,SC,Orgânico,Em transporte,5.0
PED104354,CLI2960,Livros,Romance Best-seller,34.29,1,21-02-2025,PE,Google Ads,Entregue,5.0
PED100675,CLI1123,Esporte,Tênis de Corrida,192.1,1,20-05-2025,SP,Google Ads,Entregue,
PED104278,CLI2708,Esporte,Garrafa Térmica,62.51,1,2025-07-04,PA,Google Ads,Entregue,5.0
PED102308,CLI1976,Eletrônicos,Caixa de Som,222.31,2,15-06-2025,PE,Orgânico,Entregue,4.0
PED100584,CLI2045,Casa e Decoração,Jogo de Panelas,106.32,1,2025-06-30,GO,Orgânico,Entregue,
PED102012,CLI1423,Esporte,Colchonete Yoga,99.03,1,17-04-2025,PA,Orgânico,Devolvido,2.0
PED104982,CLI2515,Livros,Romance Best-seller,26.62,2,01-04-2025,BA,Orgânico,Entregue,4.0
PED104710,CLI1299,Esporte,Kit Halteres,157.15,1,20/08/2025,CE,Instagram Ads,Entregue,5.0
PED103231,CLI1576,Moda,Jaqueta Jeans,117.43,1,05/09/2025,PR,Orgânico,Entregue,5.0
PED100241,CLI1973,Moda,Jaqueta Jeans,108.15,2,01-07-2025,MG,E-mail Marketing,Entregue,4.0
PED101862,CLI2817,Esporte,Bicicleta Ergométrica,81.35,2,13-05-2025,MG,,Entregue,3.0
PED101479,CLI2163,Livros,Livro Técnico,38.79,2,07-03-2025,RS,Instagram Ads,Entregue,5.0
PED102014,CLI1265,Beleza,Kit Skincare,93.04,1,06-12-2025,DF,,ENTREGUE,4.0
PED103183,CLI1158,Eletrônicos,Caixa de Som,89.28,1,2025-01-04,RS,Orgânico,Entregue,4.0
PED103964,CLI2109,Beleza,Perfume,91.96,1,07-04-2025,RJ,Orgânico,Em transporte,3.0
PED102778,CLI1932,Livros,Quadrinhos,51.06,1,30-10-2025,PA,Orgânico,Entregue,5.0
PED100170,CLI2671,Casa e Decoração,Jogo de Panelas,86.78,2,20/02/2025,AM,E-mail Marketing,Cancelado,5.0
PED102523,CLI2547,Esporte,Colchonete Yoga,104.86,2,20-03-2025,SC,,Entregue,
PED100896,CLI2300,Esporte,Bicicleta Ergométrica,136.34,2,2025-07-22,CE,Instagram Ads,Entregue,4.0
PED104395,CLI1530,Beleza,Secador de Cabelo,77.44,1,2025-05-19,AM,Google Ads,Cancelado,5.0
PED101376,CLI2677,Esporte,Tênis de Corrida,145.87,1,2025-04-12,BA,E-mail Marketing,Devolvido,4.0
PED103484,CLI2809,Beleza,Base Líquida,49.61,1,24-08-2025,DF,Indicação,Cancelado,5.0
PED103003,CLI1665,Eletrônicos,Mouse Gamer,144.93,1,2025-08-11,CE,Orgânico,Entregue,5.0
PED103829,CLI2146,Eletrônicos,Carregador USB-C,,2,25-02-2025,PA,,Entregue,
PED103434,CLI1869,Eletrônicos,Caixa de Som,192.6,1,2025-08-17,MG,Google Ads,Entregue,
PED100477,CLI2187,Moda,Boné,137.27,2,13-02-2025,RJ,,Entregue,4.0
PED103307,CLI2144,Moda,Camiseta Básica,63.37,1,01-05-2025,SC,Google Ads,Entregue,4.0
PED100337,CLI2612,Beleza,Secador de Cabelo,51.01,2,23-01-2025,PR,Orgânico,entregue,4.0
PED101895,CLI2072,Livros,Livro Técnico,51.34,1,25/02/2025,SC,Google Ads,entregue,4.0
PED100320,CLI2573,Livros,Romance Best-seller,54.06,5,2025-10-16,RS,Indicação,Entregue,
PED102129,CLI1434,Casa e Decoração,Almofada,76.35,1,14-04-2025,PA,Orgânico,entregue,1.0
PED103636,CLI2344,Beleza,Protetor Solar,36.67,1,29/07/2025,CE,E-mail Marketing,Entregue,4.0
PED100635,CLI2969,Casa e Decoração,Tapete,73.4,1,24-09-2025,PR,Orgânico,Cancelado,2.0
PED100620,CLI2640,Casa e Decoração,Almofada,101.06,2,2025-07-11,RJ,Google Ads,Entregue,4.0
PED102997,CLI1803,Eletrônicos,Fone Bluetooth,140.2,2,31-03-2025,RS,Indicação,entregue,5.0
PED102529,CLI1881,Esporte,Colchonete Yoga,104.17,1,13-04-2025,PR,Orgânico,Entregue,4.0
